rank,items,rate-Directory creation,time-Directory creation,rate-Directory stat,time-Directory stat,rate-Directory read,time-Directory read,rate-Directory rename,time-Directory rename,rate-Directory removal,time-Directory removal,rate-File creation,time-File creation,rate-File stat,time-File stat,rate-File read,time-File read,rate-File removal,time-File removal,rate-Tree creation,time-Tree creation,rate-Tree removal,time-Tree removal
all,367309,,,,,,,,,,,4.0707821970e+04,3.6092228198e+02,,,,,,,3.6287615175e+03,1.1023044586e-02,,
0,,,,,,,,,,,,1.2235308841e+03,3.0020410991e+02,,,,,,
1,,,,,,,,,,,,1.0528301371e+03,3.4887774110e+02,,,,,,
2,,,,,,,,,,,,1.0306649227e+03,3.5638061595e+02,,,,,,
3,,,,,,,,,,,,1.2176835920e+03,3.0164568400e+02,,,,,,
4,,,,,,,,,,,,1.0363534459e+03,3.5442444992e+02,,,,,,
5,,,,,,,,,,,,1.1967535387e+03,3.0692117310e+02,,,,,,
6,,,,,,,,,,,,1.0420940262e+03,3.5247203302e+02,,,,,,
7,,,,,,,,,,,,1.0496187577e+03,3.4994515610e+02,,,,,,
8,,,,,,,,,,,,1.0461142016e+03,3.5111749697e+02,,,,,,
9,,,,,,,,,,,,1.2137032280e+03,3.0263493705e+02,,,,,,
10,,,,,,,,,,,,1.0204125258e+03,3.5996128106e+02,,,,,,
11,,,,,,,,,,,,1.0392048666e+03,3.5345196295e+02,,,,,,
12,,,,,,,,,,,,1.2046569569e+03,3.0490754890e+02,,,,,,
13,,,,,,,,,,,,1.0274114600e+03,3.5750915217e+02,,,,,,
14,,,,,,,,,,,,1.2010196780e+03,3.0583095908e+02,,,,,,
15,,,,,,,,,,,,1.1919555904e+03,3.0815661502e+02,,,,,,
16,,,,,,,,,,,,1.0237841925e+03,3.5877580714e+02,,,,,,
17,,,,,,,,,,,,1.0334918158e+03,3.5540581393e+02,,,,,,
18,,,,,,,,,,,,1.2087433275e+03,3.0387675500e+02,,,,,,
19,,,,,,,,,,,,1.1883434783e+03,3.0909329391e+02,,,,,,
20,,,,,,,,,,,,1.0248009365e+03,3.5841985202e+02,,,,,,
21,,,,,,,,,,,,1.0308601544e+03,3.5631312203e+02,,,,,,
22,,,,,,,,,,,,1.2094131446e+03,3.0370845699e+02,,,,,,
23,,,,,,,,,,,,1.0369432191e+03,3.5422286701e+02,,,,,,
24,,,,,,,,,,,,1.2021895839e+03,3.0553334093e+02,,,,,,
25,,,,,,,,,,,,1.0460388313e+03,3.5114279604e+02,,,,,,
26,,,,,,,,,,,,1.2058244968e+03,3.0461232209e+02,,,,,,
27,,,,,,,,,,,,1.1846115675e+03,3.1006703806e+02,,,,,,
28,,,,,,,,,,,,1.0489981186e+03,3.5015220094e+02,,,,,,
29,,,,,,,,,,,,1.0276964451e+03,3.5741001320e+02,,,,,,
30,,,,,,,,,,,,1.2187429702e+03,3.0138348198e+02,,,,,,
31,,,,,,,,,,,,1.0460182739e+03,3.5114969707e+02,,,,,,
32,,,,,,,,,,,,1.2186255609e+03,3.0141251898e+02,,,,,,
33,,,,,,,,,,,,1.1893304392e+03,3.0883679414e+02,,,,,,
34,,,,,,,,,,,,1.0524129490e+03,3.4901604009e+02,,,,,,
35,,,,,,,,,,,,1.0402840721e+03,3.5308528686e+02,,,,,,
36,,,,,,,,,,,,1.0341288913e+03,3.5518686604e+02,,,,,,
37,,,,,,,,,,,,1.2022302233e+03,3.0552301288e+02,,,,,,
38,,,,,,,,,,,,1.2239164446e+03,3.0010953903e+02,,,,,,
39,,,,,,,,,,,,1.1932950539e+03,3.0781071186e+02,,,,,,
