rank,items,rate-Directory creation,time-Directory creation,rate-Directory stat,time-Directory stat,rate-Directory read,time-Directory read,rate-Directory rename,time-Directory rename,rate-Directory removal,time-Directory removal,rate-File creation,time-File creation,rate-File stat,time-File stat,rate-File read,time-File read,rate-File removal,time-File removal,rate-Tree creation,time-Tree creation,rate-Tree removal,time-Tree removal
all,15535,,,,,,,,,,,1.8923915508e+03,3.2836756206e+02,,,,,,,9.9745636147e+04,4.0102005005e-04,,
0,,,,,,,,,,,,5.0016489691e+01,3.1059756684e+02,,,,,,
1,,,,,,,,,,,,5.0232875700e+01,3.0925961900e+02,,,,,,
2,,,,,,,,,,,,4.8745518201e+01,3.1869596577e+02,,,,,,
3,,,,,,,,,,,,4.8324444997e+01,3.2147291088e+02,,,,,,
4,,,,,,,,,,,,5.1774702825e+01,3.0005000806e+02,,,,,,
5,,,,,,,,,,,,4.7454329673e+01,3.2736738896e+02,,,,,,
6,,,,,,,,,,,,5.1491547521e+01,3.0170000219e+02,,,,,,
7,,,,,,,,,,,,4.7812080264e+01,3.2491788507e+02,,,,,,
8,,,,,,,,,,,,4.8583581889e+01,3.1975822687e+02,,,,,,
9,,,,,,,,,,,,4.9141388739e+01,3.1612863207e+02,,,,,,
10,,,,,,,,,,,,5.0019571364e+01,3.1057843113e+02,,,,,,
11,,,,,,,,,,,,4.8007454546e+01,3.2359557796e+02,,,,,,
12,,,,,,,,,,,,5.0797586536e+01,3.0582161593e+02,,,,,,
13,,,,,,,,,,,,5.0409266940e+01,3.0817746305e+02,,,,,,
14,,,,,,,,,,,,5.1095211646e+01,3.0404023194e+02,,,,,,
15,,,,,,,,,,,,4.9306367627e+01,3.1507086706e+02,,,,,,
16,,,,,,,,,,,,5.0596959120e+01,3.0703426194e+02,,,,,,
17,,,,,,,,,,,,4.8923094975e+01,3.1753919101e+02,,,,,,
18,,,,,,,,,,,,4.9652485167e+01,3.1287457108e+02,,,,,,
19,,,,,,,,,,,,4.8166617592e+01,3.2252628016e+02,,,,,,
20,,,,,,,,,,,,5.1322406809e+01,3.0269429994e+02,,,,,,
21,,,,,,,,,,,,4.7717940123e+01,3.2555889797e+02,,,,,,
22,,,,,,,,,,,,5.1553758943e+01,3.0133593202e+02,,,,,,
23,,,,,,,,,,,,5.1145785942e+01,3.0373958898e+02,,,,,,
24,,,,,,,,,,,,4.9038427463e+01,3.1679237700e+02,,,,,,
25,,,,,,,,,,,,4.8546760919e+01,3.2000075197e+02,,,,,,
26,,,,,,,,,,,,4.8044028494e+01,3.2334923792e+02,,,,,,
27,,,,,,,,,,,,4.9728377903e+01,3.1239707899e+02,,,,,,
28,,,,,,,,,,,,5.0464378326e+01,3.0784090710e+02,,,,,,
29,,,,,,,,,,,,5.0916289544e+01,3.0510864282e+02,,,,,,
30,,,,,,,,,,,,4.9923271781e+01,3.1117752194e+02,,,,,,
31,,,,,,,,,,,,4.7883698946e+01,3.2443191195e+02,,,,,,
32,,,,,,,,,,,,4.9490590963e+01,3.1389805007e+02,,,,,,
33,,,,,,,,,,,,4.8722384443e+01,3.1884728503e+02,,,,,,
34,,,,,,,,,,,,5.0281985620e+01,3.0895756817e+02,,,,,,
35,,,,,,,,,,,,4.9264212394e+01,3.1534047222e+02,,,,,,
36,,,,,,,,,,,,5.0701785486e+01,3.0639946604e+02,,,,,,
37,,,,,,,,,,,,4.8365908810e+01,3.2119731402e+02,,,,,,
38,,,,,,,,,,,,5.0114016250e+01,3.0999311495e+02,,,,,,
39,,,,,,,,,,,,4.9037755812e+01,3.1679671597e+02,,,,,,
