rank,items,rate-Directory creation,time-Directory creation,rate-Directory stat,time-Directory stat,rate-Directory read,time-Directory read,rate-Directory rename,time-Directory rename,rate-Directory removal,time-Directory removal,rate-File creation,time-File creation,rate-File stat,time-File stat,rate-File read,time-File read,rate-File removal,time-File removal,rate-Tree creation,time-Tree creation,rate-Tree removal,time-Tree removal
all,9304,,,,,,,,,,,,,,,,,7.9107989730e+03,4.7044552803e+01,,,1.0529886807e+02,3.7987112999e-01
0,,,,,,,,,,,,,,,,,,2.6120545782e+02,3.5619470119e+01
1,,,,,,,,,,,,,,,,,,2.2397168760e+02,4.1540964842e+01
2,,,,,,,,,,,,,,,,,,3.2567772432e+02,2.8568119049e+01
3,,,,,,,,,,,,,,,,,,2.2333880339e+02,4.1658681154e+01
4,,,,,,,,,,,,,,,,,,6.6487784625e+02,1.3993547916e+01
5,,,,,,,,,,,,,,,,,,2.2094472390e+02,4.2110080004e+01
6,,,,,,,,,,,,,,,,,,3.0514272231e+02,3.0490650177e+01
7,,,,,,,,,,,,,,,,,,2.2441061220e+02,4.1459714890e+01
8,,,,,,,,,,,,,,,,,,6.0490215036e+02,1.5381000042e+01
9,,,,,,,,,,,,,,,,,,2.2854638154e+02,4.0709460974e+01
10,,,,,,,,,,,,,,,,,,4.6271802428e+02,2.0107278109e+01
11,,,,,,,,,,,,,,,,,,2.2839743511e+02,4.0736009121e+01
12,,,,,,,,,,,,,,,,,,5.5601309168e+02,1.6733418941e+01
13,,,,,,,,,,,,,,,,,,2.2749871117e+02,4.0896934986e+01
14,,,,,,,,,,,,,,,,,,5.1707463106e+02,1.7993534088e+01
15,,,,,,,,,,,,,,,,,,2.2164419970e+02,4.1977186918e+01
16,,,,,,,,,,,,,,,,,,5.0714176135e+02,1.8345955133e+01
17,,,,,,,,,,,,,,,,,,2.2939165372e+02,4.0559453011e+01
18,,,,,,,,,,,,,,,,,,6.2181257579e+02,1.4962707996e+01
19,,,,,,,,,,,,,,,,,,2.2893266384e+02,4.0640771151e+01
20,,,,,,,,,,,,,,,,,,1.9968200653e+02,4.6594083071e+01
21,,,,,,,,,,,,,,,,,,1.9855419935e+02,4.6858741999e+01
22,,,,,,,,,,,,,,,,,,2.8837897420e+02,3.2263101101e+01
23,,,,,,,,,,,,,,,,,,1.9872409476e+02,4.6818681002e+01
24,,,,,,,,,,,,,,,,,,2.0023475475e+02,4.6465460062e+01
25,,,,,,,,,,,,,,,,,,2.1518321147e+02,4.3237573862e+01
26,,,,,,,,,,,,,,,,,,2.6823401710e+02,3.4686130047e+01
27,,,,,,,,,,,,,,,,,,2.1437652185e+02,4.3400274992e+01
28,,,,,,,,,,,,,,,,,,3.3891834685e+02,2.7452039957e+01
29,,,,,,,,,,,,,,,,,,2.1985378544e+02,4.2319034815e+01
30,,,,,,,,,,,,,,,,,,3.2547782268e+02,2.8585664988e+01
31,,,,,,,,,,,,,,,,,,2.1234845551e+02,4.3814775944e+01
32,,,,,,,,,,,,,,,,,,3.0603277916e+02,3.0401972055e+01
33,,,,,,,,,,,,,,,,,,2.1152074692e+02,4.3986228943e+01
34,,,,,,,,,,,,,,,,,,2.5197768292e+02,3.6923904896e+01
35,,,,,,,,,,,,,,,,,,1.9825959886e+02,4.6928370953e+01
36,,,,,,,,,,,,,,,,,,2.3162550522e+02,4.0168287992e+01
37,,,,,,,,,,,,,,,,,,2.0108090088e+02,4.6269933939e+01
38,,,,,,,,,,,,,,,,,,2.2973185451e+02,4.0499390125e+01
39,,,,,,,,,,,,,,,,,,1.9777019984e+02,4.7044499159e+01
